url_id,announcement,date
6,"Lockheed Martin Corp., Lockheed Martin Aeronautics Co., Fort Worth, Texas, is being awarded a $769,511,730 modification to a previously awarded cost-plus-incentive-fee, fixed-price-incentive-firm contract (N00019-15-C-0114) for recurring logistics sustainment services support for delivered F-35 Lightning II aircraft for the Air Force, Marine Corps, Navy, non-Department of Defense participants, and foreign military sales customers. Support to be provided includes ground maintenance activities; action request resolution; depot activation activities; Automatic Logistics Information System operations and maintenance; reliability, maintainability and health management implementation support; supply chain management; and activities to provide and support pilot and maintainer initial training. Work will be performed in Ft. Worth, Texas (46 percent); El Segundo, California (7 percent); Warton, United Kingdom (9 percent); Orlando, Florida (32 percent); and Greenville, South Carolina (6 percent). Work is expected to be completed in December 2016. Fiscal 2016 operation and maintenance funds (Air Force and Navy); fiscal 2015 and 2016 aircraft procurement funds (Air Force and Navy); international partner and foreign military sales funds in the amount of $646,571,536 will be obligated at time of award, of which $233,427,816 will expire this fiscal year. This contract combines purchases for the Air Force ($372,107,211; 48 percent); Marine Corps ($181,292,120; 24 percent); Navy ($115,009,621; 15 percent); international partners ($93,092,756; 12 percent); and foreign military sales ($8,010,022, 1 percent). The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity.","February 29, 2016"
6,"The Boeing Co., Seattle, Washington, is being awarded a $276,261,820 modification to a previously awarded fixed-price-incentive, firm target contract (N00019-14-C-0067) for the production and delivery of two full-rate production Lot III P-8A Multi-mission Maritime Aircraft. Work will be performed in Seattle, Washington (80 percent); Baltimore, Maryland (3 percent); Greenlawn, New York (2.8 percent); Cambridge, United Kingdom (1.7 percent); North Amityville, New York (1.1 percent); Rockford, Illinois (0.9 percent); Rancho Santa Margarita, California (0.7 percent); Salt Lake City, Utah (0.6 percent); and various other locations within the continental U.S. (9.2 percent). Work is expected to be completed in February 2019. Fiscal 2014 and 2016 aircraft procurement (Navy) funds in the amount of $138,130,910 will be obligated at time of award, $69,065,455 of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity.","February 29, 2016"
6,"Northrop Grumman Systems Corp., Aerospace Systems, Melbourne, Florida, is being awarded $50,762,901 for modification 0026 to a previously awarded fixed-price-incentive, firm target, cost-plus-fixed-fee contract (N00019-13-C-9999) for non-recurring engineering, product support, engineering investigations, and software sustainment in support of the full-rate production Lot 4 E-2D Advanced Hawkeye aircraft. Work will be performed in Melbourne, Florida (52 percent); Syracuse, New York (13.6 percent); St. Augustine, Florida (8.1 percent); Herndon, Virginia (5.2 percent); Greenlawn, New York (4.7 percent); Liverpool, New York (4.7 percent); Indianapolis, Indiana (2.9 percent); Woodland Hills, California (2.7 percent); El Segundo, California (2.3 percent); Menlo Park, California (1.5 percent); Rolling Meadows, Illinois (0.9 percent); and various locations within the U.S. (1.4 percent), and is expected to be completed in March 2017. Fiscal 2016 aircraft procurement (Navy) funds in the amount of $50,762,901 are being obligated on this award, none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity.","February 29, 2016"
6,"Science Applications International Corp., McLean, Virginia, is being awarded a $26,712,116 indefinite-delivery/indefinite-quantity, cost-reimbursement contract for technical support in the areas of project management, system engineering, research, test and evaluation, logistics, integration, technical troubleshooting, installation, and security. This is one of four multiple-award contracts: all awardees will have the opportunity to compete for task orders during the ordering period. This three-year contract includes two one-year option periods which, if exercised, would bring the potential value of this contract to $45,049,296. All work will be performed in San Diego, California, and is expected to be completed Feb. 28, 2019. No contract funds will be obligated at the time of award. Contract funds will not expire at the end of the current fiscal year. Funding will be obligated via task orders as they are issued. The types of funding to be obligated include operations and maintenance (Navy); research, development, test and evaluation; and other procurement (Navy). This contract was competitively procured using full and open competition via publication on the Federal Business Opportunities website and the Space and Naval Warfare Systems Command e-Commerce Central website, with four offers received and four selected for award. The Space and Naval Warfare Systems Center Pacific, San Diego, California, is the contracting activity (N66001-16-D-0068).","February 29, 2016"
6,"Capstone Corp., Alexandria, Virginia, is being awarded a $25,845,759 indefinite-delivery/indefinite-quantity, cost-plus-fixed-fee contract that will include terms and conditions for the placement of both cost-plus-fixed-fee and firm-fixed-price task orders for implementation and maintenance of information resource management solutions through the performance of program management; help desk services; field services; information assurance compliance support; applications and system support; projects and new work services; and enterprise video teleconference support to the Office of the Chief of Naval Operations and selected components of Secretary of the Navy and subordinate echelons. Work will be performed in Washington, District of Columbia metropolitan area (67 percent); and Arlington, Virginia (33 percent), and work is expected to be completed March 2021. Fiscal 2016 operations and maintenance (Navy) funds in the amount of $175,000 will be obligated at the time of award and funds will expire at the end of the current fiscal year. This contract was competitively procured with the solicitation posted to the Federal Business Opportunities website, with seven offers received. Naval Supply Systems Command Fleet Logistics Center Norfolk, Contracting Department, Philadelphia Office, Pennsylvania, is the contracting activity (N00189-16-D-Z015).","February 29, 2016"
6,"G2 Software Systems Inc.,* San Diego, California, is being awarded a $24,510,631 indefinite-delivery/indefinite-quantity, cost-reimbursement contract for technical support in the areas of project management, system engineering, research, test and evaluation, logistics, integration, technical troubleshooting, installation, and security. This is one of four multiple-award contracts: all awardees will have the opportunity to compete for task orders during the ordering period. This three-year contract includes two one-year option periods which, if exercised, would bring the potential value of this contract to $41,611,865. All work will be performed in San Diego, California, and is expected to be completed Feb. 28, 2019. No contract funds will be obligated at the time of award. Contract funds will not expire at the end of the current fiscal year. Funding will be obligated via task orders as they are issued. The types of funding to be obligated include operations and maintenance (Navy); research, development, test and evaluation; and other procurement (Navy). This contract was competitively procured using full and open competition via publication on the Federal Business Opportunities website and the Space and Naval Warfare Systems Command e-Commerce Central website, with four offers received and four selected for award. The Space and Naval Warfare Systems Center Pacific, San Diego, California, is the contracting activity (N66001-16-D-0069).","February 29, 2016"
6,"BAE Systems Surface Ships Ltd., United Kingdom, is being awarded a $22,172,442 firm-fixed-price contract for the production and delivery of Archerfish Destructors and fiber optic spools. The Archerfish Destructors are a component of the airborne mine neutralization system. The Navy has a mission need to neutralize bottom, close tethered, and moored sea mines. This contract includes options which, if exercised, would bring the cumulative value of this contract to $56,208,000. Work will be performed in the United Kingdom and is expected to be completed by August 2018. Fiscal 2014, 2015 and 2016 weapons procurement (Navy) funding in the amount of $22,172,442 will be obligated at time of award and funds in the amount of $11,856,775 will expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 2304(c)(1) -- BAE is the only responsible source capable of satisfying the Navy’s requirements for the immediate production of the Archerfish Destructor. The Naval Sea Systems Command, Washington, District of Columbia, is the contracting activity (N00024-16-C-6304).","February 29, 2016"
6,"Kratos Defense & Rocket Support Services, San Diego, California, is being awarded a $21,413,622 indefinite-delivery/indefinite-quantity, cost-reimbursement contract for technical support in the areas of project management, system engineering, research, test and evaluation, logistics, integration, technical troubleshooting, installation, and security. This is one of four multiple-award contracts: all awardees will have the opportunity to compete for task orders during the ordering period. This three-year contract includes two one-year option periods which, if exercised, would bring the potential value of this contract to $36,215,638. All work will be performed in San Diego, California, and work is expected to be completed Feb. 28, 2019. No contract funds will be obligated at the time of award. Contract funds will not expire at the end of the current fiscal year. Funding will be obligated via task orders. The types of funding to be obligated include operations and maintenance (Navy); research, development, test and evaluation; and other procurement (Navy). This contract was competitively procured using full and open competition via publication on the Federal Business Opportunities website and the Space and Naval Warfare Systems Command e-Commerce Central website, with four offers received and four selected for award. The Space and Naval Warfare Systems Center Pacific, San Diego, California, is the contracting activity (N66001-16-D-0070).","February 29, 2016"
6,"Northrop Grumman Systems Corp., Aerospace Systems, Melbourne, Florida, is being awarded a $20,144,483 firm-fixed-price, cost-plus-fixed-fee modification to previously awarded contract (N00024-15-C-6318) for the exercise of options for Airborne Laser Mine Detection Systems (ALMDS); depot services and software support; and peculiar support equipment in support of Program Executive Office, Littoral Combat Ships. ALMDS is a laser-based system which uses streak tube imaging light detection and ranging to detect, classify, and localize surface and near-surface moored sea mines. ALMDS provides a revolutionary, high area coverage rate capability. Work will be performed in Melbourne, Florida (41 percent); Tucson, Arizona (31 percent); St. Charles, Missouri (11 percent); Irvine, California (7 percent); Santa Clarita, California (6 percent); and Brentwood, New York (4 percent), and is expected to be complete by March 2018. Fiscal 2016 other procurement (Navy); and fiscal 2016 operations and maintenance (Navy) funding in the amount of $19,732,562 will be obligated at the time of award. Contract funds in the amount of $1,275,000 will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington Navy Yard, District of Columbia, is the contracting activity.","February 29, 2016"
6,"Booz Allen Hamilton Engineering Services LLC, Linthicum, Maryland, is being awarded a $19,187,597 indefinite-delivery/indefinite-quantity, cost-reimbursement contract for technical support in the areas of project management, system engineering, research, test and evaluation, logistics, integration, technical troubleshooting, installation, and security. This is one of four multiple-award contracts: all awardees will have the opportunity to compete for task orders during the ordering period. This three-year contract includes two one-year option periods which, if exercised, would bring the potential value of this contract to $32,502,917. All work will be performed in San Diego, California, and work is expected to be completed Feb. 28, 2019. No contract funds will be obligated at the time of award. Contract funds will not expire at the end of the current fiscal year. Funding will be obligated via task orders. The types of funding to be obligated include operations and maintenance (Navy); research, development, test and evaluation; and other procurement (Navy). This contract was competitively procured using full and open competition via publication on the Federal Business Opportunities website and the Space and Naval Warfare Systems Command e-Commerce Central website, with four offers received and four selected for award. The Space and Naval Warfare Systems Center Pacific, San Diego, California, is the contracting activity (N66001-16-D-0071).","February 29, 2016"
